 # Frame            1  - Time t =    1.9999948800131068E-003
 # x y u(x,y)
       1.160000       0.040000       0.000000
       1.200000       0.040000       0.000000
       1.240000       0.040000       0.000000
       1.280000       0.040000       0.000000
       1.320000       0.040000       0.000000
       1.360000       0.040000       0.000000
       1.400000       0.040000       0.000000
       1.440000       0.040000       0.000000
       1.480000       0.040000       0.000000
       1.520000       0.040000       0.000000
       1.560000       0.040000       0.000000
       1.600000       0.040000       0.000000
       1.640000       0.040000       0.000000
       1.680000       0.040000       0.000000
       1.720000       0.040000       0.000000
       1.760000       0.040000       0.000000
       1.800000       0.040000       0.000000
       1.840000       0.040000       0.000000
       1.880000       0.040000       0.000006
       1.920000       0.040000       0.000036
       1.960000       0.040000       0.000119
       2.000000       0.040000       0.000000
 
       0.000000       0.080000       0.000000
       0.040000       0.080000       0.000000
       0.080000       0.080000       0.000000
       0.120000       0.080000       0.000000
       0.160000       0.080000       0.000000
       0.200000       0.080000       0.000000
       0.240000       0.080000       0.000000
       0.280000       0.080000       0.000000
       0.320000       0.080000       0.000000
       0.360000       0.080000       0.000000
       0.400000       0.080000       0.000000
       0.440000       0.080000       0.000000
       0.480000       0.080000       0.000000
       0.520000       0.080000       0.000000
       0.560000       0.080000       0.000000
       0.600000       0.080000       0.000000
       0.640000       0.080000       0.000000
       0.680000       0.080000       0.000000
       0.720000       0.080000       0.000000
       0.760000       0.080000       0.000000
       0.800000       0.080000       0.000000
       0.840000       0.080000       0.000000
       0.880000       0.080000       0.000000
       0.920000       0.080000       0.000000
       0.960000       0.080000       0.000000
       1.000000       0.080000       0.000000
       1.040000       0.080000       0.000000
       1.080000       0.080000       0.000000
       1.120000       0.080000       0.000000
       1.160000       0.080000       0.000000
       1.200000       0.080000       0.000000
       1.240000       0.080000       0.000000
       1.280000       0.080000       0.000000
       1.320000       0.080000       0.000000
       1.360000       0.080000       0.000000
       1.400000       0.080000       0.000000
       1.440000       0.080000       0.000000
       1.480000       0.080000       0.000000
       1.520000       0.080000       0.000000
       1.560000       0.080000       0.000000
       1.600000       0.080000       0.000000
       1.640000       0.080000       0.000000
       1.680000       0.080000       0.000000
       1.720000       0.080000       0.000000
       1.760000       0.080000       0.000000
       1.800000       0.080000       0.000000
       1.840000       0.080000       0.000002
       1.880000       0.080000       0.000021
       1.920000       0.080000       0.000144
       1.960000       0.080000       0.000657
       2.000000       0.080000       0.002451
 
       0.000000       0.120000       0.000000
       0.040000       0.120000       0.000000
       0.080000       0.120000       0.000000
       0.120000       0.120000       0.000000
       0.160000       0.120000       0.000000
       0.200000       0.120000       0.000000
       0.240000       0.120000       0.000000
       0.280000       0.120000       0.000000
       0.320000       0.120000       0.000000
       0.360000       0.120000       0.000000
       0.400000       0.120000       0.000000
       0.440000       0.120000       0.000000
       0.480000       0.120000       0.000000
       0.520000       0.120000       0.000000
       0.560000       0.120000       0.000000
       0.600000       0.120000       0.000000
       0.640000       0.120000       0.000000
       0.680000       0.120000       0.000000
       0.720000       0.120000       0.000000
       0.760000       0.120000       0.000000
       0.800000       0.120000       0.000000
       0.840000       0.120000       0.000000
       0.880000       0.120000       0.000000
       0.920000       0.120000       0.000000
       0.960000       0.120000       0.000000
       1.000000       0.120000       0.000000
       1.040000       0.120000       0.000000
       1.080000       0.120000       0.000000
       1.120000       0.120000       0.000000
       1.160000       0.120000       0.000000
       1.200000       0.120000       0.000000
       1.240000       0.120000       0.000000
       1.280000       0.120000       0.000000
       1.320000       0.120000       0.000000
       1.360000       0.120000       0.000000
       1.400000       0.120000       0.000000
       1.440000       0.120000       0.000000
       1.480000       0.120000       0.000000
       1.520000       0.120000       0.000000
       1.560000       0.120000       0.000000
       1.600000       0.120000       0.000000
       1.640000       0.120000       0.000000
       1.680000       0.120000       0.000000
       1.720000       0.120000       0.000000
       1.760000       0.120000       0.000000
       1.800000       0.120000       0.000000
       1.840000       0.120000       0.000002
       1.880000       0.120000       0.000027
       1.920000       0.120000       0.000174
       1.960000       0.120000       0.000760
       2.000000       0.120000       0.002451
 
       0.000000       0.160000       0.000000
       0.040000       0.160000       0.000000
       0.080000       0.160000       0.000000
       0.120000       0.160000       0.000000
       0.160000       0.160000       0.000000
       0.200000       0.160000       0.000000
       0.240000       0.160000       0.000000
       0.280000       0.160000       0.000000
       0.320000       0.160000       0.000000
       0.360000       0.160000       0.000000
       0.400000       0.160000       0.000000
       0.440000       0.160000       0.000000
       0.480000       0.160000       0.000000
       0.520000       0.160000       0.000000
       0.560000       0.160000       0.000000
       0.600000       0.160000       0.000000
       0.640000       0.160000       0.000000
       0.680000       0.160000       0.000000
       0.720000       0.160000       0.000000
       0.760000       0.160000       0.000000
       0.800000       0.160000       0.000000
       0.840000       0.160000       0.000000
       0.880000       0.160000       0.000000
       0.920000       0.160000       0.000000
       0.960000       0.160000       0.000000
       1.000000       0.160000       0.000000
       1.040000       0.160000       0.000000
       1.080000       0.160000       0.000000
       1.120000       0.160000       0.000000
       1.160000       0.160000       0.000000
       1.200000       0.160000       0.000000
       1.240000       0.160000       0.000000
       1.280000       0.160000       0.000000
       1.320000       0.160000       0.000000
       1.360000       0.160000       0.000000
       1.400000       0.160000       0.000000
       1.440000       0.160000       0.000000
       1.480000       0.160000       0.000000
       1.520000       0.160000       0.000000
       1.560000       0.160000       0.000000
       1.600000       0.160000       0.000000
       1.640000       0.160000       0.000000
       1.680000       0.160000       0.000000
       1.720000       0.160000       0.000000
       1.760000       0.160000       0.000000
       1.800000       0.160000       0.000000
       1.840000       0.160000       0.000002
       1.880000       0.160000       0.000027
       1.920000       0.160000       0.000180
       1.960000       0.160000       0.000776
       2.000000       0.160000       0.002451
 
       0.000000       0.200000       0.000000
       0.040000       0.200000       0.000000
       0.080000       0.200000       0.000000
       0.120000       0.200000       0.000000
       0.160000       0.200000       0.000000
       0.200000       0.200000       0.000000
       0.240000       0.200000       0.000000
       0.280000       0.200000       0.000000
       0.320000       0.200000       0.000000
       0.360000       0.200000       0.000000
       0.400000       0.200000       0.000000
       0.440000       0.200000       0.000000
       0.480000       0.200000       0.000000
       0.520000       0.200000       0.000000
       0.560000       0.200000       0.000000
       0.600000       0.200000       0.000000
       0.640000       0.200000       0.000000
       0.680000       0.200000       0.000000
       0.720000       0.200000       0.000000
       0.760000       0.200000       0.000000
       0.800000       0.200000       0.000000
       0.840000       0.200000       0.000000
       0.880000       0.200000       0.000000
       0.920000       0.200000       0.000000
       0.960000       0.200000       0.000000
       1.000000       0.200000       0.000000
       1.040000       0.200000       0.000000
       1.080000       0.200000       0.000000
       1.120000       0.200000       0.000000
       1.160000       0.200000       0.000000
       1.200000       0.200000       0.000000
       1.240000       0.200000       0.000000
       1.280000       0.200000       0.000000
       1.320000       0.200000       0.000000
       1.360000       0.200000       0.000000
       1.400000       0.200000       0.000000
       1.440000       0.200000       0.000000
       1.480000       0.200000       0.000000
       1.520000       0.200000       0.000000
       1.560000       0.200000       0.000000
       1.600000       0.200000       0.000000
       1.640000       0.200000       0.000000
       1.680000       0.200000       0.000000
       1.720000       0.200000       0.000000
       1.760000       0.200000       0.000000
       1.800000       0.200000       0.000000
       1.840000       0.200000       0.000002
       1.880000       0.200000       0.000027
       1.920000       0.200000       0.000180
       1.960000       0.200000       0.000778
       2.000000       0.200000       0.002451
 
       0.000000       0.240000       0.000000
       0.040000       0.240000       0.000000
       0.080000       0.240000       0.000000
       0.120000       0.240000       0.000000
       0.160000       0.240000       0.000000
       0.200000       0.240000       0.000000
       0.240000       0.240000       0.000000
       0.280000       0.240000       0.000000
       0.320000       0.240000       0.000000
       0.360000       0.240000       0.000000
       0.400000       0.240000       0.000000
       0.440000       0.240000       0.000000
       0.480000       0.240000       0.000000
       0.520000       0.240000       0.000000
       0.560000       0.240000       0.000000
       0.600000       0.240000       0.000000
       0.640000       0.240000       0.000000
       0.680000       0.240000       0.000000
       0.720000       0.240000       0.000000
       0.760000       0.240000       0.000000
       0.800000       0.240000       0.000000
       0.840000       0.240000       0.000000
       0.880000       0.240000       0.000000
       0.920000       0.240000       0.000000
       0.960000       0.240000       0.000000
       1.000000       0.240000       0.000000
       1.040000       0.240000       0.000000
       1.080000       0.240000       0.000000
       1.120000       0.240000       0.000000
       1.160000       0.240000       0.000000
       1.200000       0.240000       0.000000
       1.240000       0.240000       0.000000
       1.280000       0.240000       0.000000
       1.320000       0.240000       0.000000
       1.360000       0.240000       0.000000
       1.400000       0.240000       0.000000
       1.440000       0.240000       0.000000
       1.480000       0.240000       0.000000
       1.520000       0.240000       0.000000
       1.560000       0.240000       0.000000
       1.600000       0.240000       0.000000
       1.640000       0.240000       0.000000
       1.680000       0.240000       0.000000
       1.720000       0.240000       0.000000
       1.760000       0.240000       0.000000
       1.800000       0.240000       0.000000
       1.840000       0.240000       0.000002
       1.880000       0.240000       0.000027
       1.920000       0.240000       0.000180
       1.960000       0.240000       0.000778
       2.000000       0.240000       0.002451
 
       0.000000       0.280000       0.000000
       0.040000       0.280000       0.000000
       0.080000       0.280000       0.000000
       0.120000       0.280000       0.000000
       0.160000       0.280000       0.000000
       0.200000       0.280000       0.000000
       0.240000       0.280000       0.000000
       0.280000       0.280000       0.000000
       0.320000       0.280000       0.000000
       0.360000       0.280000       0.000000
       0.400000       0.280000       0.000000
       0.440000       0.280000       0.000000
       0.480000       0.280000       0.000000
       0.520000       0.280000       0.000000
       0.560000       0.280000       0.000000
       0.600000       0.280000       0.000000
       0.640000       0.280000       0.000000
       0.680000       0.280000       0.000000
       0.720000       0.280000       0.000000
       0.760000       0.280000       0.000000
       0.800000       0.280000       0.000000
       0.840000       0.280000       0.000000
       0.880000       0.280000       0.000000
       0.920000       0.280000       0.000000
       0.960000       0.280000       0.000000
       1.000000       0.280000       0.000000
       1.040000       0.280000       0.000000
       1.080000       0.280000       0.000000
       1.120000       0.280000       0.000000
       1.160000       0.280000       0.000000
       1.200000       0.280000       0.000000
       1.240000       0.280000       0.000000
       1.280000       0.280000       0.000000
       1.320000       0.280000       0.000000
       1.360000       0.280000       0.000000
       1.400000       0.280000       0.000000
       1.440000       0.280000       0.000000
       1.480000       0.280000       0.000000
       1.520000       0.280000       0.000000
       1.560000       0.280000       0.000000
       1.600000       0.280000       0.000000
       1.640000       0.280000       0.000000
       1.680000       0.280000       0.000000
       1.720000       0.280000       0.000000
       1.760000       0.280000       0.000000
       1.800000       0.280000       0.000000
       1.840000       0.280000       0.000002
       1.880000       0.280000       0.000027
       1.920000       0.280000       0.000180
       1.960000       0.280000       0.000778
       2.000000       0.280000       0.002451
 
       0.000000       0.320000       0.000000
       0.040000       0.320000       0.000000
       0.080000       0.320000       0.000000
       0.120000       0.320000       0.000000
       0.160000       0.320000       0.000000
       0.200000       0.320000       0.000000
       0.240000       0.320000       0.000000
       0.280000       0.320000       0.000000
       0.320000       0.320000       0.000000
       0.360000       0.320000       0.000000
       0.400000       0.320000       0.000000
       0.440000       0.320000       0.000000
       0.480000       0.320000       0.000000
       0.520000       0.320000       0.000000
       0.560000       0.320000       0.000000
       0.600000       0.320000       0.000000
       0.640000       0.320000       0.000000
       0.680000       0.320000       0.000000
       0.720000       0.320000       0.000000
       0.760000       0.320000       0.000000
       0.800000       0.320000       0.000000
       0.840000       0.320000       0.000000
       0.880000       0.320000       0.000000
       0.920000       0.320000       0.000000
       0.960000       0.320000       0.000000
       1.000000       0.320000       0.000000
       1.040000       0.320000       0.000000
       1.080000       0.320000       0.000000
       1.120000       0.320000       0.000000
       1.160000       0.320000       0.000000
       1.200000       0.320000       0.000000
       1.240000       0.320000       0.000000
       1.280000       0.320000       0.000000
       1.320000       0.320000       0.000000
       1.360000       0.320000       0.000000
       1.400000       0.320000       0.000000
       1.440000       0.320000       0.000000
       1.480000       0.320000       0.000000
       1.520000       0.320000       0.000000
       1.560000       0.320000       0.000000
       1.600000       0.320000       0.000000
       1.640000       0.320000       0.000000
       1.680000       0.320000       0.000000
       1.720000       0.320000       0.000000
       1.760000       0.320000       0.000000
       1.800000       0.320000       0.000000
       1.840000       0.320000       0.000002
       1.880000       0.320000       0.000027
       1.920000       0.320000       0.000180
       1.960000       0.320000       0.000778
       2.000000       0.320000       0.002451
 
       0.000000       0.360000       0.000000
       0.040000       0.360000       0.000000
       0.080000       0.360000       0.000000
       0.120000       0.360000       0.000000
       0.160000       0.360000       0.000000
       0.200000       0.360000       0.000000
       0.240000       0.360000       0.000000
       0.280000       0.360000       0.000000
       0.320000       0.360000       0.000000
       0.360000       0.360000       0.000000
       0.400000       0.360000       0.000000
       0.440000       0.360000       0.000000
       0.480000       0.360000       0.000000
       0.520000       0.360000       0.000000
       0.560000       0.360000       0.000000
       0.600000       0.360000       0.000000
       0.640000       0.360000       0.000000
       0.680000       0.360000       0.000000
       0.720000       0.360000       0.000000
       0.760000       0.360000       0.000000
       0.800000       0.360000       0.000000
       0.840000       0.360000       0.000000
       0.880000       0.360000       0.000000
       0.920000       0.360000       0.000000
       0.960000       0.360000       0.000000
       1.000000       0.360000       0.000000
       1.040000       0.360000       0.000000
       1.080000       0.360000       0.000000
       1.120000       0.360000       0.000000
       1.160000       0.360000       0.000000
       1.200000       0.360000       0.000000
       1.240000       0.360000       0.000000
       1.280000       0.360000       0.000000
       1.320000       0.360000       0.000000
       1.360000       0.360000       0.000000
       1.400000       0.360000       0.000000
       1.440000       0.360000       0.000000
       1.480000       0.360000       0.000000
       1.520000       0.360000       0.000000
       1.560000       0.360000       0.000000
       1.600000       0.360000       0.000000
       1.640000       0.360000       0.000000
       1.680000       0.360000       0.000000
       1.720000       0.360000       0.000000
       1.760000       0.360000       0.000000
       1.800000       0.360000       0.000000
       1.840000       0.360000       0.000002
       1.880000       0.360000       0.000027
       1.920000       0.360000       0.000180
       1.960000       0.360000       0.000778
       2.000000       0.360000       0.002451
 
       0.000000       0.400000       0.000000
       0.040000       0.400000       0.000000
       0.080000       0.400000       0.000000
       0.120000       0.400000       0.000000
       0.160000       0.400000       0.000000
       0.200000       0.400000       0.000000
       0.240000       0.400000       0.000000
       0.280000       0.400000       0.000000
       0.320000       0.400000       0.000000
       0.360000       0.400000       0.000000
       0.400000       0.400000       0.000000
       0.440000       0.400000       0.000000
       0.480000       0.400000       0.000000
       0.520000       0.400000       0.000000
       0.560000       0.400000       0.000000
       0.600000       0.400000       0.000000
       0.640000       0.400000       0.000000
       0.680000       0.400000       0.000000
       0.720000       0.400000       0.000000
       0.760000       0.400000       0.000000
       0.800000       0.400000       0.000000
       0.840000       0.400000       0.000000
       0.880000       0.400000       0.000000
       0.920000       0.400000       0.000000
       0.960000       0.400000       0.000000
       1.000000       0.400000       0.000000
       1.040000       0.400000       0.000000
       1.080000       0.400000       0.000000
       1.120000       0.400000       0.000000
       1.160000       0.400000       0.000000
       1.200000       0.400000       0.000000
       1.240000       0.400000       0.000000
       1.280000       0.400000       0.000000
       1.320000       0.400000       0.000000
       1.360000       0.400000       0.000000
       1.400000       0.400000       0.000000
       1.440000       0.400000       0.000000
       1.480000       0.400000       0.000000
       1.520000       0.400000       0.000000
       1.560000       0.400000       0.000000
       1.600000       0.400000       0.000000
       1.640000       0.400000       0.000000
       1.680000       0.400000       0.000000
       1.720000       0.400000       0.000000
       1.760000       0.400000       0.000000
       1.800000       0.400000       0.000000
       1.840000       0.400000       0.000002
       1.880000       0.400000       0.000027
       1.920000       0.400000       0.000180
       1.960000       0.400000       0.000778
       2.000000       0.400000       0.002451
 
       0.000000       0.440000       0.000000
       0.040000       0.440000       0.000000
       0.080000       0.440000       0.000000
       0.120000       0.440000       0.000000
       0.160000       0.440000       0.000000
       0.200000       0.440000       0.000000
       0.240000       0.440000       0.000000
       0.280000       0.440000       0.000000
       0.320000       0.440000       0.000000
       0.360000       0.440000       0.000000
       0.400000       0.440000       0.000000
       0.440000       0.440000       0.000000
       0.480000       0.440000       0.000000
       0.520000       0.440000       0.000000
       0.560000       0.440000       0.000000
       0.600000       0.440000       0.000000
       0.640000       0.440000       0.000000
       0.680000       0.440000       0.000000
       0.720000       0.440000       0.000000
       0.760000       0.440000       0.000000
       0.800000       0.440000       0.000000
       0.840000       0.440000       0.000000
       0.880000       0.440000       0.000000
       0.920000       0.440000       0.000000
       0.960000       0.440000       0.000000
       1.000000       0.440000       0.000000
       1.040000       0.440000       0.000000
       1.080000       0.440000       0.000000
       1.120000       0.440000       0.000000
       1.160000       0.440000       0.000000
       1.200000       0.440000       0.000000
       1.240000       0.440000       0.000000
       1.280000       0.440000       0.000000
       1.320000       0.440000       0.000000
       1.360000       0.440000       0.000000
       1.400000       0.440000       0.000000
       1.440000       0.440000       0.000000
       1.480000       0.440000       0.000000
       1.520000       0.440000       0.000000
       1.560000       0.440000       0.000000
       1.600000       0.440000       0.000000
       1.640000       0.440000       0.000000
       1.680000       0.440000       0.000000
       1.720000       0.440000       0.000000
       1.760000       0.440000       0.000000
       1.800000       0.440000       0.000000
       1.840000       0.440000       0.000002
       1.880000       0.440000       0.000027
       1.920000       0.440000       0.000180
       1.960000       0.440000       0.000778
       2.000000       0.440000       0.002451
 
       0.000000       0.480000       0.000000
       0.040000       0.480000       0.000000
       0.080000       0.480000       0.000000
       0.120000       0.480000       0.000000
       0.160000       0.480000       0.000000
       0.200000       0.480000       0.000000
       0.240000       0.480000       0.000000
       0.280000       0.480000       0.000000
       0.320000       0.480000       0.000000
       0.360000       0.480000       0.000000
       0.400000       0.480000       0.000000
       0.440000       0.480000       0.000000
       0.480000       0.480000       0.000000
       0.520000       0.480000       0.000000
       0.560000       0.480000       0.000000
       0.600000       0.480000       0.000000
       0.640000       0.480000       0.000000
       0.680000       0.480000       0.000000
       0.720000       0.480000       0.000000
       0.760000       0.480000       0.000000
       0.800000       0.480000       0.000000
       0.840000       0.480000       0.000000
       0.880000       0.480000       0.000000
       0.920000       0.480000       0.000000
       0.960000       0.480000       0.000000
       1.000000       0.480000       0.000000
       1.040000       0.480000       0.000000
       1.080000       0.480000       0.000000
       1.120000       0.480000       0.000000
       1.160000       0.480000       0.000000
       1.200000       0.480000       0.000000
       1.240000       0.480000       0.000000
       1.280000       0.480000       0.000000
       1.320000       0.480000       0.000000
       1.360000       0.480000       0.000000
       1.400000       0.480000       0.000000
       1.440000       0.480000       0.000000
       1.480000       0.480000       0.000000
       1.520000       0.480000       0.000000
       1.560000       0.480000       0.000000
       1.600000       0.480000       0.000000
       1.640000       0.480000       0.000000
       1.680000       0.480000       0.000000
       1.720000       0.480000       0.000000
       1.760000       0.480000       0.000000
       1.800000       0.480000       0.000000
       1.840000       0.480000       0.000002
       1.880000       0.480000       0.000027
       1.920000       0.480000       0.000180
       1.960000       0.480000       0.000778
       2.000000       0.480000       0.002451
 
       0.000000       0.520000       0.000000
       0.040000       0.520000       0.000000
       0.080000       0.520000       0.000000
       0.120000       0.520000       0.000000
       0.160000       0.520000       0.000000
       0.200000       0.520000       0.000000
       0.240000       0.520000       0.000000
       0.280000       0.520000       0.000000
       0.320000       0.520000       0.000000
       0.360000       0.520000       0.000000
       0.400000       0.520000       0.000000
       0.440000       0.520000       0.000000
       0.480000       0.520000       0.000000
       0.520000       0.520000       0.000000
       0.560000       0.520000       0.000000
       0.600000       0.520000       0.000000
       0.640000       0.520000       0.000000
       0.680000       0.520000       0.000000
       0.720000       0.520000       0.000000
       0.760000       0.520000       0.000000
       0.800000       0.520000       0.000000
       0.840000       0.520000       0.000000
       0.880000       0.520000       0.000000
       0.920000       0.520000       0.000000
       0.960000       0.520000       0.000000
       1.000000       0.520000       0.000000
       1.040000       0.520000       0.000000
       1.080000       0.520000       0.000000
       1.120000       0.520000       0.000000
       1.160000       0.520000       0.000000
       1.200000       0.520000       0.000000
       1.240000       0.520000       0.000000
       1.280000       0.520000       0.000000
       1.320000       0.520000       0.000000
       1.360000       0.520000       0.000000
       1.400000       0.520000       0.000000
       1.440000       0.520000       0.000000
       1.480000       0.520000       0.000000
       1.520000       0.520000       0.000000
       1.560000       0.520000       0.000000
       1.600000       0.520000       0.000000
       1.640000       0.520000       0.000000
       1.680000       0.520000       0.000000
       1.720000       0.520000       0.000000
       1.760000       0.520000       0.000000
       1.800000       0.520000       0.000000
       1.840000       0.520000       0.000002
       1.880000       0.520000       0.000027
       1.920000       0.520000       0.000180
       1.960000       0.520000       0.000778
       2.000000       0.520000       0.002451
 
       0.000000       0.560000       0.000000
       0.040000       0.560000       0.000000
       0.080000       0.560000       0.000000
       0.120000       0.560000       0.000000
       0.160000       0.560000       0.000000
       0.200000       0.560000       0.000000
       0.240000       0.560000       0.000000
       0.280000       0.560000       0.000000
       0.320000       0.560000       0.000000
       0.360000       0.560000       0.000000
       0.400000       0.560000       0.000000
       0.440000       0.560000       0.000000
       0.480000       0.560000       0.000000
       0.520000       0.560000       0.000000
       0.560000       0.560000       0.000000
       0.600000       0.560000       0.000000
       0.640000       0.560000       0.000000
       0.680000       0.560000       0.000000
       0.720000       0.560000       0.000000
       0.760000       0.560000       0.000000
       0.800000       0.560000       0.000000
       0.840000       0.560000       0.000000
       0.880000       0.560000       0.000000
       0.920000       0.560000       0.000000
       0.960000       0.560000       0.000000
       1.000000       0.560000       0.000000
       1.040000       0.560000       0.000000
       1.080000       0.560000       0.000000
       1.120000       0.560000       0.000000
       1.160000       0.560000       0.000000
       1.200000       0.560000       0.000000
       1.240000       0.560000       0.000000
       1.280000       0.560000       0.000000
       1.320000       0.560000       0.000000
       1.360000       0.560000       0.000000
       1.400000       0.560000       0.000000
       1.440000       0.560000       0.000000
       1.480000       0.560000       0.000000
       1.520000       0.560000       0.000000
       1.560000       0.560000       0.000000
       1.600000       0.560000       0.000000
       1.640000       0.560000       0.000000
       1.680000       0.560000       0.000000
       1.720000       0.560000       0.000000
       1.760000       0.560000       0.000000
       1.800000       0.560000       0.000000
       1.840000       0.560000       0.000002
       1.880000       0.560000       0.000027
       1.920000       0.560000       0.000180
       1.960000       0.560000       0.000778
       2.000000       0.560000       0.002451
 
       0.000000       0.600000       0.000000
       0.040000       0.600000       0.000000
       0.080000       0.600000       0.000000
       0.120000       0.600000       0.000000
       0.160000       0.600000       0.000000
       0.200000       0.600000       0.000000
       0.240000       0.600000       0.000000
       0.280000       0.600000       0.000000
       0.320000       0.600000       0.000000
       0.360000       0.600000       0.000000
       0.400000       0.600000       0.000000
       0.440000       0.600000       0.000000
       0.480000       0.600000       0.000000
       0.520000       0.600000       0.000000
       0.560000       0.600000       0.000000
       0.600000       0.600000       0.000000
       0.640000       0.600000       0.000000
       0.680000       0.600000       0.000000
       0.720000       0.600000       0.000000
       0.760000       0.600000       0.000000
       0.800000       0.600000       0.000000
       0.840000       0.600000       0.000000
       0.880000       0.600000       0.000000
       0.920000       0.600000       0.000000
       0.960000       0.600000       0.000000
       1.000000       0.600000       0.000000
       1.040000       0.600000       0.000000
       1.080000       0.600000       0.000000
       1.120000       0.600000       0.000000
       1.160000       0.600000       0.000000
       1.200000       0.600000       0.000000
       1.240000       0.600000       0.000000
       1.280000       0.600000       0.000000
       1.320000       0.600000       0.000000
       1.360000       0.600000       0.000000
       1.400000       0.600000       0.000000
       1.440000       0.600000       0.000000
       1.480000       0.600000       0.000000
       1.520000       0.600000       0.000000
       1.560000       0.600000       0.000000
       1.600000       0.600000       0.000000
       1.640000       0.600000       0.000000
       1.680000       0.600000       0.000000
       1.720000       0.600000       0.000000
       1.760000       0.600000       0.000000
       1.800000       0.600000       0.000000
       1.840000       0.600000       0.000002
       1.880000       0.600000       0.000027
       1.920000       0.600000       0.000180
       1.960000       0.600000       0.000778
       2.000000       0.600000       0.002451
 
       0.000000       0.640000       0.000000
       0.040000       0.640000       0.000000
       0.080000       0.640000       0.000000
       0.120000       0.640000       0.000000
       0.160000       0.640000       0.000000
       0.200000       0.640000       0.000000
       0.240000       0.640000       0.000000
       0.280000       0.640000       0.000000
       0.320000       0.640000       0.000000
       0.360000       0.640000       0.000000
       0.400000       0.640000       0.000000
       0.440000       0.640000       0.000000
       0.480000       0.640000       0.000000
       0.520000       0.640000       0.000000
       0.560000       0.640000       0.000000
       0.600000       0.640000       0.000000
       0.640000       0.640000       0.000000
       0.680000       0.640000       0.000000
       0.720000       0.640000       0.000000
       0.760000       0.640000       0.000000
       0.800000       0.640000       0.000000
       0.840000       0.640000       0.000000
       0.880000       0.640000       0.000000
       0.920000       0.640000       0.000000
       0.960000       0.640000       0.000000
       1.000000       0.640000       0.000000
       1.040000       0.640000       0.000000
       1.080000       0.640000       0.000000
       1.120000       0.640000       0.000000
       1.160000       0.640000       0.000000
       1.200000       0.640000       0.000000
       1.240000       0.640000       0.000000
       1.280000       0.640000       0.000000
       1.320000       0.640000       0.000000
       1.360000       0.640000       0.000000
       1.400000       0.640000       0.000000
       1.440000       0.640000       0.000000
       1.480000       0.640000       0.000000
       1.520000       0.640000       0.000000
       1.560000       0.640000       0.000000
       1.600000       0.640000       0.000000
       1.640000       0.640000       0.000000
       1.680000       0.640000       0.000000
       1.720000       0.640000       0.000000
       1.760000       0.640000       0.000000
       1.800000       0.640000       0.000000
       1.840000       0.640000       0.000002
       1.880000       0.640000       0.000027
       1.920000       0.640000       0.000180
       1.960000       0.640000       0.000778
       2.000000       0.640000       0.002451
 
       0.000000       0.680000       0.000000
